id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
64;Teatro san martí­n;Teatro san martí­n: renovación de instalaciones y tecnologí­a.;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Se realizó la recuperación y adecuación tecnológica de los ámbitos principales del teatro y sus áreas complementarias y de servicios, incluyendo las salas martí­n coronado, casacuberta y lugones, los halls, camarines, núcleos sanitarios, circulaciones verticales y horizontales y demás sectores de apoyo.;160977932.0;1;San nicolás;Corrientes av. 1530;-34,60423805;-58,38864181;2014-08-25;2018-02-28;42;100.0;Https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_arquitectura.png;N/A;N/A;N/A;Bricons s.a.i.c.f.i. - grupo farallon s.a. (ute);2014;Licitación pública;254-sigaf-14;30714527351;N/A;250;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/teatro-san-martin;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/157;N/A;N/A;N/A
66;Oficinas públicas;Oficinas ministerio de justicia y seguridad: laboratorio de la policí­a cientí­fica;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;La obra a ejecutar contempló la construcción de un edificio en dos plantas junto a la recuperación y puesta en función del entorno del predio a través de un tratamiento paisají­stico, calles perimetrales y peatonales. la edificación se realizó en sistema estructural modular conformado por piezas de hormigón armado prefabricado, tabiquerí­a en seco y carpinterí­a de aluminio de alta prestación e instalaciones de alta complejidad.;62590455.0;4;Parque patricios;Mirave y luna;-34,64457709;-58,39728158;2016-12-30;2017-09-30;9;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/79-1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/79-2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/79-3.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/79-4.jpg;Ecosan s.a;2016;Licitación pública;1074-sigaf/16;30707696849;N/A;80;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/oficinas-publicas;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/244;N/A;N/A;N/A
67;Teatro colón;Teatro colón: plano corta fuego;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Se realizaron obras complementarias a la puesta en valor del teatro colón.;6353999.0;1;San nicolás;Cerrito 628;-34,60105148;-58,3824414;2017-02-07;2018-10-02;20;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_teatrocolon_planocortafuego_foto1.jpg;N/A;N/A;N/A;Rol ingenieria s.a;2016;Licitacion pública;1126/sigaf/2016;30578447659;N/A;5;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/teatro-colon;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/249;N/A;N/A;N/A
68;Teatro colón;Teatro colón: completamiento del 4° piso;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Se realizó el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del teatro colón.;17176125.0;1;San nicolás;Cerrito 628;-34,60105148;-58,3824414;2017-02-07;2017-11-30;9;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_teatrocolon_completamientodelpiso_foto1.jpg;N/A;N/A;N/A;Rol ingenieria s.a;2016;Licitacion pública;1123-sigaf-2016;30578447659;N/A;8;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/teatro-colon;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/250;N/A;N/A;N/A
70;Área ambiental central;Área ambiental central: pasaje 5 de julio;Finalizada;Espacio público;Secretarí­a de transporte y obras públicas;Ubicado entre la calle venezuela y la av. belgrano, el pasaje 5 de julio adquirió la condición de peatonalidad de acuerdo a los lineamientos ambientales del área central. debido a ello se intervino para nivelar su acera y calzada, donde se conservó su granitullo y adoquinado original.;3788185.0;1;Montserrat;5 de julio y belgrano av.;-34,61242256;-58,37122521;2016-07-05;2016-10-21;3;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/83-1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/83-2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/83-3.jpg;N/A;Villarex s.a.;2016;Licitación pública;194-sigaf/16;30712097996;N/A;15;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/area-ambiental-central;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/210;N/A;N/A;N/A
72;Edificio lezama;Edificio lezama: instalaciones eléctricas de corrientes fuertes, corrientes débiles e iluminación;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Se contempló la ejecución de las instalaciones eléctricas de corrientes fuertes y débiles e iluminación, incluyendo la provisión de materiales, mano de obra especializada y la realización de la ingenierí­a ejecutiva.;43174941.0;4;La boca;Garcia, martin av. 346;-34,62890773;-58,36993913;2015-01-19;2016-12-30;23;100.0;Https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/edificiolezama/lezama_inst_electricas/lezama_insta_elec_2.jpg;Https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/edificiolezama/lezama_inst_electricas/lezama_insta_elec_3.jpg;Https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/edificiolezama/lezama_inst_electricas/lezama_insta_elec_4.jpg;Https://cdn2.buenosaires.gob.ar/desarrollourbano/sociopublico/edificiolezama/lezama_inst_electricas/lezama_insta_elec_6.jpg;Ses sa;2015;Licitacion pública; 1889-sigaf-14;30647727545;3100;3;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/edificio-lezama;Https://www.buenosaires.gob.ar/areas/planeamiento_obras/licitations/web/uploads/a12ae334aee4f8fb70fe7eaf61b5e505.pdf;N/A;N/A;N/A
85;Entorno chacarita;Mirador comastri: restauración;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;"La obra se dividió en dos etapas: la primera comprendió la reconstrucción parcial e impermeabilización de todas las cubiertas del edificio y la ejecución de los cierres provisorios de aberturas. la segunda etapa incluyó la restauración de toda la envolvente (revoques exteriores, premoldeados, carpinterí­as y herrerí­a externa, cúpula del mirador, baldosas de azoteas); la rehabilitación de la galerí­a de frente, los locales en planta baja, acceso a través de las escaleras al mirador y la construcción de un núcleo sanitario para el público.";4111783.0;15;Chacarita;Loyola 1500;-34,58865881;-58,44284718;2017-04-03;2018-03-30;11;100.0;Https://cdn2.buenosaires.gob.ar/baobras/editadas1/mduyt_miradorcomastri_foto1.jpg;N/A;N/A;N/A;Listo soluciones s.r.l.;2016;Licitación privada;1330-sigaf/2016;30708876778;N/A;8;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/entorno-chacarita;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/256;N/A;N/A;N/A
89;Teatro colón;Teatro colón: talleres la nube;Finalizada;Arquitectura;Secretarí­a de transporte y obras públicas;Se llevó a cabo la limpieza y reparación de la cubierta, canaletas, rejillas, desagí¼es pluviales y los trabajos de albañilerí­a complementarios en los talleres la nube i, y la colocación de aislación térmica en la cubierta de los talleres la nube ii.;4926076.0;15;Chacarita;Maure 3670;-34,58285293;-58,44999118;2017-02-15;2018-02-15;12;100.0;Https://cdn2.buenosaires.gob.ar/baobras/mduyt4/taller_la_nube.jpg;N/A;N/A;N/A;Cahem s.a;2016;Licitación privada de obra menor;83-sigaf-2016;30708075910;10223;48;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/teatro-colon;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/251;N/A;N/A;N/A
90;Donado holmberg;Donado holmberg: soluciones habitacionales iv;Finalizada;Vivienda;Secretarí­a de transporte y obras públicas;Se ejecutaron 30 unidades funcionales (11 unidades de 3 ambientes, 19 unidades de 4 ambientes) y 3 locales comerciales en planta baja de 200m2 totales (superficie total cubierta 2.813 m2).;51377671.0;12;Villa urquiza;Monroe 4243;-34,56919559;-58,47776158;2017-06-26;2018-09-30;15;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-3.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/135-4.jpg;Warlet s.a;2017;Licitación pública;267/sigaf/2017;30700435853;N/A;45;N/A;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/donado-holmberg;Https://www.buenosaires.gov.ar/areas/planeamiento_obras/licitations/web/frontend_dev.php/licitation/index/id/270;27394577-mgeya-dgoiya-2016;N/A;N/A
91;Acumar;Acumar: san antonio - viviendas;Finalizada;Vivienda;Instituto de la vivienda;Se llevó a cabo la ejecución de la obra goncalves dí­as 738 y san antonio 721/725- construcción 64 viviendas y obras exteriores/tipologí­a pb + 5 pisos;84025000.0;4;Barracas;San antonio 721;-34,65073661;-58,37766806;2015-01-01;2017-12-31;35;100.0;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto1.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto2.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc3/ivc_acumarsanantonio_foto3.jpg;N/A;Vidogar construcciones s.a;2009;Licitación pública;Lpub-50--ivc-2009;30553433564;256;48;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/acumar;Https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=88901;N/A;N/A;N/A
92;Acumar;Acumar: lacarra - viviendas;Finalizada;Vivienda;Instituto de la vivienda;Calles lacarra n° 2049 y s. de compostela nº 3760. terminación de la obra de 54 viviendas, obras exteriores y estacionamientos. obra nueva de infraestructura, red distribuidora de gas media presión, red de agua y cloaca y red pluvial.;49565419.0;9;Parque avellaneda;Lacarra av. 2049;-34,6539719;-58,4640278;2016-01-03;2017-12-15;23;100.0;Https://cdn2.buenosaires.gob.ar/baobras/ivc/acumar%20-%20lacarra%201.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc/acumar%20-%20lacarra%202.jpg;Https://cdn2.buenosaires.gob.ar/baobras/ivc/acumar%20-%20lacarra%203.jpg;N/A;Lanusse;2015;Contratación directa;Cd-22--ivc-2015;30577764537;216;75;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/acumar;Https://www.buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=123726;N/A;N/A;N/A
94;Centros de salud de barracas;Cesac n° 30: ampliación y remodelación integral;Finalizada;Salud;Ministerio de salud;La obra consistió en la ampliación y remodelación integral del cesac n° 30 dando respuesta a la necesidad de mayores prestaciones definidas por el programa médico. la superficie total de intervención es de 965.44 m2, correspondiendo 678,58 m2 cubiertos nuevos, 79,86 m2 cubiertos de remodelación y 207 m2 descubiertos. la obra comprendió 15 consultorios para las especialidades de ginecologí­a, clí­nica médica, pediatrí­a, odontologí­a, servicio social, enfermerí­a, vacunatorio, farmacia, depósito de leche, espera, sum, sanitarios públicos, sanitarios y vestuario para el personal, sala de profesionales, oficina para el director, depósitos y áreas de apoyo técnico.;33890055.0;4;Barracas;Alcorta, amancio av. e iguazu;-34,64979137;-58,40504941;2016-08-05;2019-01-15;29;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id170_1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id170_2.jpg;N/A;N/A;Emaco s.a.;2016;Licitación pública;82/2016;30516284222;N/A;30;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=124359;N/A;N/A;N/A
95;Centros de salud de mataderos;Nuevo cesac avenida de los corrales;Finalizada;Salud;Ministerio de salud;La obra consistió en la ejecución de un nuevo centro de salud y la reubicación del centro odontológico existente en el predio, abarcando una intervención total de 967,52 m2 cubiertos y 8,87 semicubiertos. el proyecto fue comprendido por un edificio resuelto en tres niveles que incorpora en los primeros dos el nuevo cesac propiamente dicho y, en el último, la relocalización del coi que se encuentra en funcionamiento. la distribución funcional se da de acuerdo a la siguiente disposición, planta baja: hall de acceso, sanitarios públicos, recepción (mesón de turnos y acreditación) y área administrativa, jefatura, consultorios, enfermerí­a, esterilización y farmacia. fuera del edificio se encuentran salas de máquinas, áreas de infraestructura de instalaciones, depósito y estacionamiento vehicular. 1er piso: espera, sum, entrega de leche, sanitarios públicos, consultorios, vestuarios de personal, office de limpieza, estar médico, sala de reuniones e informática. 2do piso: coi -recepción, espera, sum, sanitarios públicos, consultorios odontológicos, sala de estar y sanitarios para personal, jefatura, sala de rayos x, depósito de insumos y taller de ortodoncia. azotea: salas de máquinas y áreas de infraestructura de instalaciones.;55287592.0;9;Mataderos;De los corrales av. y carhue;-34,66583907;-58,5041355;2017-01-31;2018-10-01;21;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_2.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_3.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/171_4.jpg;Tala construcciones s.a.;2016;Licitación pública;351/2016;30708267984;N/A;32;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-mataderos;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126404;N/A;N/A;N/A
96;Centros de salud de barracas;Cesac n° 35: ampliación;Finalizada;Salud;Ministerio de salud;En la obra se contemplan trabajos de ampliación y reforma del edificio cesac n°35 sito en la calle osvaldo cruz y zavaleta -villa 21-24. la obra comprende el agregado de un nuevo cuerpo al edificio existente, además de los servicios y apoyos para profesionales, que se trasladaron del edificio existente hacia este nuevo cuerpo. por otra parte se remodelan los sectores existentes indicados en planos para optimizar el uso de los espacios en función de la atención médica. el alcance de los trabajos comprende todos los rubros de obra e instalaciones necesarios para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. la superficie que se interviene se detalla a continuación: pb: 130 m2 de ampliación + 50 m2 de modificaciones en sector existente 1er piso: 130 m2 de ampliación + 55 m2 de modificaciones en sector existente 2do piso: 415 m2 de edificio nuevo. son provistos dentro de la obra los elementos del equipamiento mobiliario especificados.;40536952.0;4;Barracas;Cruz, osvaldo y zabaleta;-34,65637625;-58,39953644;2017-01-25;2020-02-28;32;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id172_1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id172_2.jpg;N/A;N/A;Creazy s.a.;2016;Licitación pública;610/2018;30604370171;N/A;17;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=126285;N/A;N/A;N/A
97;Centros de salud en flores;Nuevo cesac en comuna 7 - barrio flores;Finalizada;Salud;Ministerio de salud;La obra consistió en la demolición de los edificios existentes que se indican en planos y la obra nueva del presente cesac en la comuna 7- barrio de flores- y casa de madres del paco el cual se emplazó en av. francisco fernández de la cruz y av. perito moreno. el cesac consta de una sola planta destinada a la atención, administración y usos complementarios (sala de máquinas, vestuarios, sanitarios públicos y jefatura). dicho cesac posee una superficie cubierta de 765m2 y la casa madres del paco de una superficie cubierta de 345m2. el alcance de los trabajos comprendió todos los rubros de obra e instalaciones necesarias para ejecutar de acuerdo a planos y planillas la ampliación, remodelación y puesta en funcionamiento de este servicio. fueron provistos dentro de la obra los elementos del equipamiento mobiliario especificados.;42000000.0;7;Flores;Fernandez de la cruz, f., gral. av. y moreno, perito av.;-34,65033464;-58,43098548;2017-04-19;2018-12-29;20;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id173_1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id173_2.jpg;N/A;N/A;Kir s.r.l;2016;Licitación pública;1264/2016;30702232046;N/A;27;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-en-flores;Https://buenosaires.gob.ar/areas/hacienda/compras/consulta/popup_detalle.php?tipo=licitacion&idlicitacion=129025;N/A;N/A;N/A
98;Centros de salud de barracas;Edificio iriarte 3501 - trabajos en planta baja y planta alta - predio del ex cic;Finalizada;Salud;Ministerio de salud;La obra consistió en la continuación de los trabajos iniciados en el edificio existente de 2 plantas, para la creación de un centro de especialidades médicas ambulatorias de referencia (cemar), dando respuesta urgente a necesidades sanitarias de la zona (guardia 24hs, ambulancia para el barrio, entre otras) realización de trabajos en planta baja, con tabiques durlock, pisos de mosaico, instalaciones de provisión de agua y desagí¼es, instalación contra incendio. se realizaron trabajos en la calle de acceso lateral. en planta alta se realizaron desagí¼es, tabiques de durlock, pisos viní­licos, plomado de salas de rayos, instalación de equipos.;60000000.0;4;Barracas;Av. gral. iriarte 3501;-34,651162;-58,397127;2017-01-16;2019-04-15;27;100.0;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id174_1.jpg;Https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/id174_2.jpg;N/A;N/A;Doxi construcciones s.a. - mad desarrollos s.r.l.;2016;Decreto n° 433/16;5459/2017;30711219699;N/A;28;Si;N/A;N/A;Https://www.buenosaires.gob.ar/baobras/centros-de-salud-de-barracas;Https://documentosboletinoficial.buenosaires.gob.ar/publico/20171122.pdf;N/A;N/A;N/A
